%time,field.header.seq,field.header.stamp,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.twist.twist.linear.x,field.twist.twist.linear.y,field.twist.twist.linear.z,field.twist.twist.angular.x,field.twist.twist.angular.y,field.twist.twist.angular.z
1609046842179316282,0,1609046842179316282,1.518377708154676e-03,2.286341240471748e-04,3.472514416464788e-04,-9.545034458119302e-05,-3.533198900821687e-05,6.509874077365305e-05,9.999999927015176e-01,1.212470408319794e-03,2.488456933511662e-04,-3.269218129805456e-04,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046842282258272,0,1609046842282258272,-1.983518697754308e-03,3.386400052893796e-03,1.159527634248115e-03,-1.712023178561017e-04,-3.342097519663879e-05,-9.579216785420598e-05,9.999999801983324e-01,-3.307083916797133e-02,3.127757521093295e-02,7.467724054885039e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046842385839701,0,1609046842385839701,-3.328158450038532e-03,9.042526870711362e-04,2.091901420165232e-03,3.033988702116465e-06,8.501149914763177e-05,1.180315235802034e-04,9.999999894161993e-01,-2.029591826367150e-02,-5.702250287255073e-03,7.716749646354868e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046842489224911,0,1609046842489224911,-3.888623313233090e-03,2.068773022097739e-04,2.027036017171844e-03,-5.527126769359901e-05,-2.258304572795609e-05,-5.860997676528834e-05,9.999999964999815e-01,-1.199680585129508e-02,-8.619924276659519e-03,2.339135845393641e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046842558978558,0,1609046842558978558,-3.992377347106677e-03,4.535381601158804e-04,2.983331904731491e-03,3.817507831855927e-05,-1.045669668124574e-05,-2.313009024267389e-04,9.999999724666061e-01,-7.877803798426470e-03,8.305990561875169e-04,7.780187480712409e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046842660408020,0,1609046842660408020,-4.340590175457453e-03,-2.286919464788123e-04,3.729821471282676e-03,-2.174079480995987e-05,-4.927348898592038e-06,-1.164031199899625e-04,9.999999929766860e-01,-4.042661001600327e-03,-2.503619269828781e-03,7.448592388595952e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046842763325930,0,1609046842763325930,-4.931755941772033e-03,-2.767491141838592e-04,4.191686794630064e-03,1.158684823380524e-04,9.956103371808313e-05,-1.658486306334242e-04,9.999999745781626e-01,-3.470545644623181e-03,5.937365181764268e-04,5.715999371936145e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046842867444754,0,1609046842867444754,-5.907662397323576e-03,-7.957387482142000e-04,3.425201876568899e-03,-3.800337522974947e-05,2.263726595763920e-05,-5.164678554785934e-05,9.999999976879531e-01,-5.128408896898050e-03,-9.829762835697185e-04,-2.402592111087622e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046842969865561,0,1609046842969865561,-5.618762136314924e-03,3.701869512923420e-04,2.508383465455021e-03,-5.470446401125988e-05,1.647129559959682e-05,-9.138103111496585e-05,9.999999941928116e-01,-2.980836435343892e-04,7.521049264549055e-03,-7.544900630604401e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046843073221922,0,1609046843073221922,-5.161464460407028e-03,-5.242225873652424e-04,2.001490263439760e-03,-9.878368486120321e-06,5.503313264374251e-05,-1.042226646576104e-04,9.999999930057025e-01,3.421057867884810e-03,-7.058234911981598e-04,-6.719643289103438e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046843175840378,0,1609046843175840378,-5.094921943634611e-03,-1.785633207540696e-03,1.543953462083969e-03,-3.253391108789321e-05,2.427435198532119e-05,2.989773406821776e-05,9.999999987292110e-01,3.702161367852843e-03,-7.139038701143368e-03,-6.192483461656169e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046843278624535,0,1609046843278624535,-4.941348539505876e-03,-1.573057946406466e-03,1.389854650993091e-03,-4.542864674183862e-05,2.678575813340266e-05,-3.135437819040794e-05,9.999999981178298e-01,4.415870139038908e-03,-1.857689879289695e-03,-4.952292594828926e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609046843381756306,0,1609046843381756306,-6.418678126686101e-03,-2.067131098228289e-03,1.330845209457032e-03,-3.980813672849156e-05,1.549999452338272e-05,3.701092020472491e-06,9.999999990806798e-01,-2.686445698003445e-03,-3.320130222502631e-03,-2.890964912508316e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
