1609045331354398651,0,1609045331354398651,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-9.203798931484424e-01,-3.902332814143279e-01,-2.009250147068846e-02,1.466730204632200e-02
1609045331560612381,0,1609045331560612381,1.514163915999234e-03,4.915408790111542e-03,1.104850904084742e-03,-9.203563440805786e-01,-3.902866930153228e-01,-2.009752487780281e-02,1.471688348737848e-02
1609045331733713062,0,1609045331733713062,-2.788918558508158e-03,2.216262044385076e-03,-4.493613669183105e-04,-9.204089115949825e-01,-3.901700252689583e-01,-2.010668421584931e-02,1.450889685691196e-02
1609045331939220961,0,1609045331939220961,-2.584968227893114e-03,2.241409849375486e-03,6.140376790426672e-04,-9.203937799133100e-01,-3.902079955889681e-01,-2.008516093802476e-02,1.447744402244953e-02
1609045332144848147,0,1609045332144848147,3.909508232027292e-04,2.126386156305671e-03,5.416626227088273e-04,-9.203419558467690e-01,-3.903258868612848e-01,-2.010302005823668e-02,1.456897177681677e-02
1609045332350683400,0,1609045332350683400,-3.555830102413893e-03,6.181052885949612e-03,5.626088241115212e-04,-9.203789014572440e-01,-3.902367531874750e-01,-2.008291974634485e-02,1.465027469082028e-02
1609045332558644227,0,1609045332558644227,9.686480043455958e-04,5.619726143777370e-03,1.560402568429708e-03,-9.203006752342182e-01,-3.904185497321213e-01,-2.009754628153015e-02,1.470074222516968e-02
1609045332763095991,0,1609045332763095991,8.889674791134894e-04,5.696797277778387e-03,1.653258688747883e-03,-9.202859600160982e-01,-3.904513103544506e-01,-2.009458777113566e-02,1.475579825184273e-02
1609045332936508417,0,1609045332936508417,2.073323994409293e-04,5.171425174921751e-03,2.954200608655810e-04,-9.204204181895875e-01,-3.901426906902756e-01,-2.011150298175119e-02,1.450731293079656e-02
1609045333143081094,0,1609045333143081094,-4.098984878510237e-03,1.082355622202158e-03,-1.034701053868048e-04,-9.203722833946939e-01,-3.902555739759844e-01,-2.008431448667643e-02,1.456252900812040e-02
1609045333348801840,0,1609045333348801840,2.137678675353527e-03,5.316856782883406e-03,2.350721508264542e-03,-9.203753459360795e-01,-3.902477966141003e-01,-2.008808706292195e-02,1.457218545840521e-02
1609045333554259442,0,1609045333554259442,2.179969800636172e-03,6.889176554977894e-03,2.758994232863188e-03,-9.203439239251378e-01,-3.903202304085654e-01,-2.008500592698701e-02,1.462094267814932e-02
1609045333760306807,0,1609045333760306807,1.129957847297192e-03,4.535500425845385e-03,-2.461297262925655e-04,-9.203450706649632e-01,-3.903110790313782e-01,-2.010087380889551e-02,1.477048950387749e-02
1609045333934010280,0,1609045333934010280,1.071815844625235e-03,3.986032214015722e-03,-2.971230424009264e-04,-9.204041674065736e-01,-3.901815613338575e-01,-2.012187417457467e-02,1.447853567830173e-02
1609045334138331775,0,1609045334138331775,3.315025707706809e-03,7.276200689375401e-03,6.260664085857570e-04,-9.203512357644599e-01,-3.903058030773070e-01,-2.010927804647256e-02,1.451205869130028e-02
1609045334344986375,0,1609045334344986375,2.460866468027234e-03,5.819921381771564e-03,1.572212553583086e-03,-9.203855870049309e-01,-3.902248335140012e-01,-2.009906641650770e-02,1.452508422501497e-02
1609045334550580743,0,1609045334550580743,-2.543028211221099e-03,3.806711174547672e-03,1.090414822101593e-03,-9.203921965686036e-01,-3.902068690856193e-01,-2.006950711141382e-02,1.462937791992810e-02
1609045334756903906,0,1609045334756903906,4.014130216091871e-03,3.980946727097034e-03,1.032568980008364e-03,-9.203272586899520e-01,-3.903551337913428e-01,-2.010984862803068e-02,1.470375540936950e-02
1609045334962992249,0,1609045334962992249,2.990021603181958e-03,7.118273992091417e-03,1.473457319661975e-03,-9.203794740849035e-01,-3.902306405044353e-01,-2.009609299962186e-02,1.475865647155323e-02
1609045335140093684,0,1609045335140093684,3.448894713073969e-03,3.937806468456984e-03,6.467170314863324e-04,-9.203647024987867e-01,-3.902744029912357e-01,-2.009331674608763e-02,1.452457869599014e-02
1609045335346648794,0,1609045335346648794,3.395906416699290e-03,2.446363912895322e-03,8.831767481751740e-04,-9.203866496957365e-01,-3.902204705699674e-01,-2.010665792268314e-02,1.456439896428466e-02
1609045335553537074,0,1609045335553537074,2.945118350908160e-03,5.844628904014826e-03,2.891133073717356e-03,-9.203722950701737e-01,-3.902531634764810e-01,-2.008748810074435e-02,1.462189063229257e-02
1609045335758650635,0,1609045335758650635,3.254895331338048e-03,3.765014000236988e-03,1.805518637411296e-03,-9.204003688530729e-01,-3.901838786749244e-01,-2.009576810550202e-02,1.469224086275071e-02
1609045335933333316,0,1609045335933333316,6.305642426013947e-03,3.044331679120660e-03,-1.961673260666430e-04,-9.204083815082484e-01,-3.901710705329283e-01,-2.012557274792993e-02,1.448821210926061e-02
1609045336137942855,0,1609045336137942855,-7.811763789504766e-04,2.882283879444003e-03,9.187884861603379e-04,-9.203758542448789e-01,-3.902500256172812e-01,-2.010383462543010e-02,1.445822472069706e-02
1609045336342889199,0,1609045336342889199,4.406426567584276e-03,2.331323688849807e-03,1.221624901518226e-03,-9.203776484029499e-01,-3.902433503752815e-01,-2.013563301170833e-02,1.447992028117283e-02
1609045336550275340,0,1609045336550275340,4.391822963953018e-03,3.361027920618653e-03,1.354367239400744e-03,-9.203426572876945e-01,-3.903222434914390e-01,-2.010582829492178e-02,1.461831320673834e-02
1609045336755619516,0,1609045336755619516,2.509951125830412e-03,4.599748179316521e-03,1.478315796703100e-03,-9.203493617368758e-01,-3.903047186904040e-01,-2.010535759532507e-02,1.466470301418146e-02
1609045336961292435,0,1609045336961292435,4.150898195803165e-03,5.729718599468470e-03,1.525878440588713e-03,-9.203336244040884e-01,-3.903382036088923e-01,-2.012636861659479e-02,1.473213769030906e-02
1609045337133888768,0,1609045337133888768,1.399195985868573e-03,4.789187572896481e-03,6.606302340514958e-04,-9.203762800103763e-01,-3.902483370263252e-01,-2.011931543591414e-02,1.445516478077515e-02
1609045337339965043,0,1609045337339965043,2.584252506494522e-03,1.003893557935953e-03,9.422580478712916e-04,-9.203722630250715e-01,-3.902566458099329e-01,-2.011945869849717e-02,1.448638108600403e-02
1609045337550874594,0,1609045337550874594,5.178329069167376e-03,6.686522392556071e-04,1.304310979321599e-03,-9.203445052843503e-01,-3.903182813469128e-01,-2.009959320996664e-02,1.461633305897076e-02
1609045337758701331,0,1609045337758701331,7.708749268203974e-03,5.753766279667616e-03,1.814194023609161e-03,-9.202804333790540e-01,-3.904646376570685e-01,-2.011501414743214e-02,1.471994853399733e-02
1609045337964150116,0,1609045337964150116,2.297779778018594e-03,3.066997975111008e-03,1.029941253364086e-03,-9.203395837741832e-01,-3.903238293542641e-01,-2.011582980187761e-02,1.475507261819678e-02
1609045338135342352,0,1609045338135342352,5.914825480431318e-03,3.278146032243967e-03,9.191419812850654e-04,-9.203532562536793e-01,-3.903017971292740e-01,-2.013616744484633e-02,1.445425963312006e-02
1609045338341446165,0,1609045338341446165,4.569828975945711e-03,2.773291897028685e-03,1.751063275150955e-03,-9.203793240680587e-01,-3.902390025584342e-01,-2.012252429405262e-02,1.450878100520963e-02
1609045338552102091,0,1609045338552102091,4.725819919258356e-03,2.910766750574112e-03,1.755813136696815e-03,-9.203335708142149e-01,-3.903450235866434e-01,-2.009152116459461e-02,1.460177286469031e-02
1609045338758886290,0,1609045338758886290,2.236652653664351e-03,3.715270198881626e-03,2.162389922887087e-03,-9.203012316117694e-01,-3.904172612150604e-01,-2.010906419229637e-02,1.468437184566888e-02
