%time,field.header.seq,field.header.stamp,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.twist.twist.linear.x,field.twist.twist.linear.y,field.twist.twist.linear.z,field.twist.twist.angular.x,field.twist.twist.angular.y,field.twist.twist.angular.z
1609045331543704987,0,1609045331543704987,1.275604954770414e-04,-1.203125833357215e-03,3.296390807284115e-04,4.960906443181697e-04,2.168517216242792e-04,-3.910445868941102e-04,9.999997769767419e-01,-9.228715041966360e-05,-1.954558098052395e-02,-5.953931283641052e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609045331646916628,0,1609045331646916628,3.007331180450656e-03,1.701782049955193e-03,2.931192474215749e-04,5.764785557101020e-04,2.573605012993514e-04,-5.193795720110554e-04,9.999996658413974e-01,2.735699780382762e-02,2.235241137019148e-02,-2.017827730732819e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609045331750229120,0,1609045331750229120,3.798414686371424e-03,1.475621311400087e-03,1.026180809675084e-03,5.696423719883767e-04,2.491532339331879e-04,-5.084194994936683e-04,9.999996774698705e-01,1.447361935975673e-02,-6.295887393721385e-04,2.446951948148155e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609045331819620371,0,1609045331819620371,5.069655164072377e-03,6.644230254074652e-04,2.343936302916539e-03,6.050726813280317e-04,2.176725541032896e-04,-5.390706163698156e-04,9.999996479542274e-01,1.593182695799689e-02,-4.054093465887861e-03,9.935241504596022e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609045331922012806,0,1609045331922012806,5.296696739578695e-03,-8.751415931267957e-05,3.052605972462432e-03,6.207372842907813e-04,2.148640839367501e-04,-4.991553929675676e-04,9.999996596812131e-01,7.934162868051146e-03,-8.984637826811670e-03,7.704373280737276e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609045332025507212,0,1609045332025507212,2.789599061397722e-03,-7.026927591207389e-04,2.413115181092486e-03,5.699420490568257e-04,2.146837873096930e-04,-3.705063033948373e-04,9.999997459009727e-01,-1.059979977559159e-02,-9.291649525527369e-03,-2.098868364399297e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609045332128050804,0,1609045332128050804,3.968822745652770e-03,2.664134434540081e-04,1.900250000738317e-03,5.787657644708540e-04,2.163626470775315e-04,-4.632758025261811e-04,9.999997017964174e-01,-1.863752103494909e-03,5.016392207568554e-05,-4.971463625608472e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609045332231098175,0,1609045332231098175,4.657044827744381e-03,2.197075483098964e-03,1.140072964179191e-03,5.214540572169396e-04,2.029522239356621e-04,-4.443304674238798e-04,9.999997447332152e-01,5.666748616983764e-04,1.052760777425939e-02,-8.032984279926804e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609045332333657742,0,1609045332333657742,2.977604488523063e-03,1.969579433656913e-03,1.073068742771145e-03,5.601503010695976e-04,1.982120387809132e-04,-4.074551587826908e-04,9.999997404619262e-01,-9.140725390915448e-03,2.092253034689059e-03,-4.111932847160917e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609045332437062025,0,1609045332437062025,1.716878286416395e-03,2.879744833322641e-03,6.988751782320780e-04,4.896938591341216e-04,1.501069120927339e-04,-3.678321488286630e-04,9.999998011836538e-01,-1.299804294880832e-02,5.542994873490080e-03,-4.856426352719452e-03,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
