%time,field.header.seq,field.header.stamp,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.twist.twist.linear.x,field.twist.twist.linear.y,field.twist.twist.linear.z,field.twist.twist.angular.x,field.twist.twist.angular.y,field.twist.twist.angular.z
1609045331543704987,0,1609045331543704987,4.690597301847975e-02,2.098561867676299e-04,-5.401332028920871e-02,1.192967048535638e-05,3.619975362200529e-05,-4.908986458543615e-05,9.999999980687234e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609045331646916628,0,1609045331646916628,5.282900418567853e-02,1.999332850743503e-03,-5.457549243617030e-02,1.718422591389375e-05,5.879566397158267e-05,-7.263352215386547e-05,9.999999954860718e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609045331750229120,0,1609045331750229120,5.824910580627104e-02,-5.626429957004252e-04,-5.465746636496611e-02,3.263499778079594e-05,8.316837350959082e-05,-1.152339053861209e-04,9.999999893695628e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609045331819620371,0,1609045331819620371,5.803392684538939e-02,1.557764125107030e-04,-5.310408075357147e-02,4.436726790093274e-05,5.797478368659495e-05,-1.629964232460931e-04,9.999999840513182e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609045331922012806,0,1609045331922012806,6.045291167875774e-02,-7.949673006746259e-04,-5.196356186277819e-02,3.087352353176515e-05,5.189719379992622e-05,-1.360392320293086e-04,9.999999889234167e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609045332025507212,0,1609045332025507212,5.782084896692303e-02,-2.087320216684502e-03,-5.220720463440600e-02,3.658722361109257e-05,4.838599111507552e-05,-9.666713312446652e-05,9.999999934878174e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609045332128050804,0,1609045332128050804,5.615444655048993e-02,-5.483526165755301e-04,-5.335069829238331e-02,1.952679819892110e-06,3.239984322325432e-05,-1.019186225395285e-04,9.999999942795155e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609045332231098175,0,1609045332231098175,5.365275267524249e-02,-9.588634563690597e-04,-5.417389635572442e-02,-7.209366005716147e-06,5.055034052933017e-05,-1.139062957982848e-04,9.999999922090219e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609045332333657742,0,1609045332333657742,5.188107442772357e-02,-4.365192519259206e-04,-5.469654682464484e-02,-4.260002704492499e-05,1.299496215869109e-05,-4.910819849199031e-05,9.999999978023765e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609045332437062025,0,1609045332437062025,5.131795141414484e-02,-3.862376641942301e-04,-5.472776598882757e-02,-1.413362867307661e-05,8.631479844875178e-06,-2.272198194312104e-05,9.999999996047243e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609045332543826580,0,1609045332543826580,4.964392989452943e-02,4.805152720792629e-04,-5.479151742515424e-02,1.231573345513212e-05,3.365029151612879e-05,-5.654467168748925e-05,9.999999977593400e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
