%time,field.header.seq,field.header.stamp,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.twist.twist.linear.x,field.twist.twist.linear.y,field.twist.twist.linear.z,field.twist.twist.angular.x,field.twist.twist.angular.y,field.twist.twist.angular.z
1609043643653677940,0,1609043643653677940,4.920427203545260e-02,1.186385493417485e-03,-5.633102429921363e-02,-1.062349307069644e-04,1.143926639693129e-05,2.036507499533024e-05,9.999999940842736e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609043643748105526,0,1609043643748105526,4.670055833699047e-02,2.893043008993121e-03,-5.534125789211864e-02,-7.185029300924347e-05,1.313416031015820e-05,9.625065367788351e-06,9.999999972861932e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609043643843486309,0,1609043643843486309,4.681646169744335e-02,3.186480623692387e-03,-5.419188441425914e-02,2.602419309099050e-05,-3.676643302018795e-06,-3.745494454659806e-05,9.999999989531746e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609043643955476284,0,1609043643955476284,4.718771787890538e-02,4.166930269814495e-03,-5.562493379590523e-02,-1.143666865897636e-04,9.562599438930077e-06,3.497064944763791e-05,9.999999928029354e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609043644048335552,0,1609043644048335552,4.878268534828729e-02,1.860206651860728e-03,-5.584154048139617e-02,-6.396598129226199e-05,-2.184294502702592e-05,7.224142555063724e-06,9.999999976895250e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609043644142845631,0,1609043644142845631,5.002764342255247e-02,1.516490351062689e-03,-5.526648859055713e-02,-5.875729376278355e-06,-1.742096893189341e-05,-9.359410555000947e-06,9.999999997871930e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609043644254473686,0,1609043644254473686,4.810464909679774e-02,1.365462320166649e-03,-5.619600724332559e-02,-1.170612401734209e-04,-1.015072781707037e-05,4.125581953097579e-05,9.999999922457917e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609043644349079609,0,1609043644349079609,4.748066269410347e-02,2.426535434838089e-03,-5.580321501762328e-02,-7.972686804722949e-05,-8.260981991781945e-07,5.975943078808349e-06,9.999999968036142e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609043644442798376,0,1609043644442798376,4.869110297739675e-02,1.377505506642823e-05,-5.495129246470960e-02,3.023613380399940e-05,2.937301527163317e-06,-1.666985023962740e-05,9.999999993996300e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1609043644554539442,0,1609043644554539442,4.782266755749106e-02,1.905680878265850e-03,-5.595119094085525e-02,-1.399616923952944e-04,1.550486634137217e-05,3.669742269079415e-05,9.999999894118096e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
