%time,field.header.seq,field.header.stamp,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.twist.twist.linear.x,field.twist.twist.linear.y,field.twist.twist.linear.z,field.twist.twist.angular.x,field.twist.twist.angular.y,field.twist.twist.angular.z
1609043643668906212,0,1609043643668906212,-1.016648711938464e-04,-6.232423448534412e-04,-1.074100740755372e-03,1.961795577509594e-01,9.804634873686189e-01,-1.783810344386109e-04,-1.431430186249284e-02
1609043643762552500,0,1609043643762552500,4.235828726898413e-04,-2.366679409516250e-03,-1.218818404222336e-03,1.963578645546168e-01,9.804276771197989e-01,1.927761879737240e-04,-1.432207395477136e-02
1609043643857935667,0,1609043643857935667,1.557720188955514e-04,-2.734600289649491e-04,-2.744700578867204e-03,1.960890019209883e-01,9.804814438450387e-01,1.593841569596353e-04,-1.432536903067890e-02
1609043643969167709,0,1609043643969167709,1.285384670147458e-03,-1.560303192127675e-03,-3.750054762508688e-03,1.963483072352658e-01,9.804309815128683e-01,-6.736459182727542e-05,-1.422772636674855e-02
1609043644062784433,0,1609043644062784433,-8.835709625708529e-04,-2.821822600295998e-03,-5.676239756148393e-03,1.961141405120871e-01,9.804762214706404e-01,-1.944456617148918e-05,-1.433954824129262e-02
1609043644158076763,0,1609043644158076763,-1.919069401623297e-03,-3.188796217327777e-03,-7.519215702810725e-03,1.962122935846943e-01,9.804564538069779e-01,-2.566410242056508e-05,-1.434842764302640e-02
1609043644268922329,0,1609043644268922329,-1.248978037680863e-03,-2.345622397428334e-03,-9.116879130872606e-03,1.961228920863352e-01,9.804733223272855e-01,-1.705766948185093e-04,-1.441687579784034e-02
1609043644362738371,0,1609043644362738371,-1.963114794126347e-03,-2.228524541064015e-03,-9.723287000727636e-03,1.961297469053825e-01,9.804734603733518e-01,-1.285726375445678e-04,-1.431430583031748e-02
1609043644458037376,0,1609043644458037376,-2.524101500759379e-03,-2.486829664663728e-03,-1.028178320464963e-02,1.961481670209269e-01,9.804679694961647e-01,-9.697358412987886e-05,-1.443772705495276e-02
1609043644568991423,0,1609043644568991423,-2.330894217374332e-03,-2.823148994987365e-03,-1.027960929962155e-02,1.961324134562375e-01,9.804718135277922e-01,-1.581063622134999e-04,-1.439007545922676e-02
1609043644662730694,0,1609043644662730694,-2.582056040803255e-03,-2.818027484034738e-03,-9.278854741867962e-03,1.962524561459944e-01,9.804497298953599e-01,-1.359597930561592e-04,-1.425770387211936e-02
1609043644758044958,0,1609043644758044958,-1.570050758702236e-03,-1.784719785648204e-03,-8.466533670863266e-03,1.960902970444526e-01,9.804812473969788e-01,-2.402723841668923e-05,-1.432195274966825e-02
1609043644868973255,0,1609043644868973255,-7.451387926578535e-04,-1.416964636602682e-03,-7.832061222403141e-03,1.960648899220629e-01,9.804845768985335e-01,-1.362359186902341e-04,-1.444073556698774e-02
1609043644962561131,0,1609043644962561131,1.454347291954906e-04,-1.167610418703953e-03,-6.683980888509851e-03,1.961945715078561e-01,9.804606487647510e-01,-3.026674299036044e-05,-1.430403504487804e-02
1609043645058033466,0,1609043645058033466,9.232530774740779e-05,-6.195375774031491e-04,-6.256054083635169e-03,1.962392317602508e-01,9.804513331680319e-01,4.628993405152491e-05,-1.432986616840173e-02
1609043645168905020,0,1609043645168905020,5.684437665935441e-04,-4.577617049777678e-04,-5.835536586664073e-03,1.961719224233129e-01,9.804645053802480e-01,-3.917045347534870e-05,-1.435022675326156e-02
1609043645262737036,0,1609043645262737036,2.851070931945327e-04,-9.864013669227273e-04,-5.276141309131673e-03,1.961151034372312e-01,9.804757089915969e-01,4.506590251851230e-05,-1.436134569876249e-02
1609043645357693911,0,1609043645357693911,4.116030474860084e-06,-7.352231082993151e-04,-5.047296155591749e-03,1.962408053816018e-01,9.804514480446003e-01,5.340288236743080e-05,-1.430040134209088e-02
1609043645468678474,0,1609043645468678474,9.015325340327058e-05,-4.424365339626165e-04,-4.755023588713654e-03,1.961337699735412e-01,9.804719507641966e-01,1.385212276071520e-06,-1.436307901127383e-02
1609043645562455416,0,1609043645562455416,1.000593546485795e-03,-2.713501534914513e-04,-4.218560488604845e-03,1.961760996045265e-01,9.804644456476067e-01,8.504717495961926e-05,-1.429690637338933e-02
1609043645657959700,0,1609043645657959700,1.360132246211883e-03,-2.914391918650850e-04,-4.028117038523980e-03,1.961512909997082e-01,9.804693207127776e-01,8.939923570936613e-05,-1.430294333111777e-02
1609043645768792868,0,1609043645768792868,-2.665083275786275e-04,-1.246397360787565e-03,-3.838653531574135e-03,1.961571523299297e-01,9.804661655735702e-01,2.524468844301227e-05,-1.443845968103672e-02
1609043645862201452,0,1609043645862201452,-1.028670978569710e-03,-9.983642809999330e-04,-3.310176869530929e-03,1.962085476217537e-01,9.804578539085341e-01,7.302312940062137e-05,-1.430374834918070e-02
1609043645957456112,0,1609043645957456112,-3.674300438255824e-04,-5.493149620650301e-04,-3.265970219324349e-03,1.961582399224018e-01,9.804674292202963e-01,1.221744452458028e-04,-1.433702277575564e-02
1609043646068398952,0,1609043646068398952,3.193049238323740e-04,-3.572166823257194e-04,-3.111108653267435e-03,1.960862228723460e-01,9.804810712402520e-01,5.403855937743771e-05,-1.438955242652705e-02
