%time,field.header.seq,field.header.stamp,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.twist.twist.linear.x,field.twist.twist.linear.y,field.twist.twist.linear.z,field.twist.twist.angular.x,field.twist.twist.angular.y,field.twist.twist.angular.z
1609043643748105526,0,1609043643748105526,6.056155543774366e-03,-1.641886867582798e-02,-5.995171377435327e-04,-7.202974378963830e-05,-1.529869259991352e-03,6.372714816189182e-04,9.999986240974644e-01
1609043643843486309,1,1609043643843486309,-1.108203983900667e-02,1.067696882186644e-03,-3.851728389054064e-03,8.877666339228569e-06,-2.240898221855273e-03,2.140855921224481e-04,9.999974662286428e-01
1609043643955476284,2,1609043643955476284,-1.582304009206986e-02,1.348350273242324e-02,-4.220864244668071e-03,-2.358235323560516e-04,-2.093379729174387e-03,1.800599960648209e-04,9.999977648609866e-01
1609043644048335552,3,1609043644048335552,-1.186058580686650e-02,7.926614687456876e-03,-1.808123325209673e-03,-1.296615736645193e-04,-2.010715320048468e-03,1.506647713887910e-04,9.999979587538690e-01
1609043644142845631,4,1609043644142845631,-1.058994430869031e-02,4.513292338593986e-03,-1.906801143031859e-03,-1.420682420453027e-05,-2.103059213392895e-03,1.204029902423767e-04,9.999977812191541e-01
1609043644235739231,5,1609043644235739231,-9.089832458508244e-03,4.395751696212659e-03,-2.097519382820368e-03,-1.555027302848366e-05,-1.861144061212422e-03,2.991086479881612e-05,9.999982675016555e-01
1609043644349079609,6,1609043644349079609,-6.606322000503193e-03,3.780085502011904e-03,-1.759710686391723e-03,-1.536523365352441e-04,-1.930763108068164e-03,5.161718866081748e-05,9.999981229384612e-01
1609043644424826622,7,1609043644424826622,-6.589138654355484e-03,4.597908458242052e-03,-5.509601909163713e-04,1.352329930748298e-04,-1.820464574739023e-03,-2.005526989842470e-04,9.999983136982705e-01
1609043644535771132,8,1609043644535771132,-6.808280204141893e-03,4.618544988974484e-03,-1.607099002534563e-03,3.219359043364763e-06,-1.766485388643635e-03,-7.043443630395634e-06,9.999984397334815e-01
1609043644648283005,9,1609043644648283005,-7.957280901863579e-03,4.791700500000995e-03,-1.557248315394069e-03,-1.378620377724343e-04,-1.802333666243387e-03,1.018352980410029e-04,9.999983611071500e-01
1609043644724837780,10,1609043644724837780,-8.267646405355161e-03,7.037861542229190e-03,-1.448314427706595e-03,1.825244675813438e-04,-1.850886349523142e-03,-2.330909588198819e-04,9.999982432850294e-01
1609043644835804939,11,1609043644835804939,-9.941312644429533e-03,8.017941645142891e-03,-1.573572354283819e-03,-1.470892896130070e-05,-1.815304301739046e-03,-1.428617570376749e-04,9.999983420208545e-01
1609043644929349899,12,1609043644929349899,-1.046641327731326e-02,8.668631276300676e-03,-1.041271347398318e-03,1.201174599186416e-04,-1.789541695776718e-03,-1.635731752292246e-04,9.999983781767504e-01
1609043645043587446,13,1609043645043587446,-1.139106311387492e-02,9.966675946686146e-03,-7.815092814499582e-04,-2.763384984469613e-05,-1.914824719335413e-03,-4.136802489984794e-06,9.999981663310945e-01
1609043645153667450,14,1609043645153667450,-1.177660444338492e-02,8.389554435628260e-03,-1.040208041058946e-03,-2.195248363891755e-04,-1.797763102829626e-03,7.028248414673674e-05,9.999983574571735e-01
1609043645229538202,15,1609043645229538202,-1.087576929756258e-02,9.306840339554603e-03,-7.940094979377098e-04,7.540217341604659e-05,-1.790801823170556e-03,-1.473954259923711e-04,9.999983828076577e-01
1609043645324502945,16,1609043645324502945,-1.194065267059498e-02,9.678541617140947e-03,-2.695910272423447e-04,3.264889451773925e-04,-1.773261460636786e-03,-1.299116085607353e-04,9.999983660345325e-01
1609043645453453064,17,1609043645453453064,-1.090020410873202e-02,8.514667933330935e-03,-1.449277356767136e-03,-2.173875030148071e-04,-1.852250689060751e-03,6.538863215048813e-05,9.999982588156767e-01
1609043645529250860,18,1609043645529250860,-1.079250307342693e-02,7.907288592294073e-03,-1.607196873693489e-03,7.331613575821130e-05,-1.858742287935396e-03,-1.326949469534413e-04,9.999982610454392e-01
1609043645644299269,19,1609043645644299269,-9.438445376527566e-03,8.450442906065839e-03,-1.113050154939021e-03,-8.247573908834582e-05,-1.871801819785699e-03,-8.229310689628718e-06,9.999982447424487e-01
1609043645735602379,20,1609043645735602379,-8.879622710644110e-03,7.350329993262976e-03,-1.484645680867399e-03,5.955094845872347e-06,-1.764122452790997e-03,-1.074568453507107e-04,9.999984381435477e-01
1609043645846986532,21,1609043645846986532,-9.351057294144764e-03,9.120312285151779e-03,-1.324437761104944e-03,-9.917600279557609e-05,-1.865971148369130e-03,-1.309312499468189e-05,9.999982540706579e-01
1609043645943793535,22,1609043645943793535,-9.590966426828742e-03,8.600759263222344e-03,-4.613648852793057e-04,-1.623576279104451e-05,-1.879871649940587e-03,-2.609022758771455e-05,9.999982325675780e-01
1609043646035230160,23,1609043646035230160,-9.843652741292170e-03,9.643944020395508e-03,-7.566394660319140e-04,5.884557027874438e-05,-1.808105823530892e-03,-1.003334349921202e-04,9.999983586105188e-01
1609043646148298025,24,1609043646148298025,-1.057450281120882e-02,9.696467532204519e-03,-8.201031388889458e-04,-1.238799891585421e-04,-1.897103045341097e-03,-1.621679952048356e-05,9.999981926937663e-01
1609043646224074602,25,1609043646224074602,-1.047607992979278e-02,1.097008716195109e-02,-6.717706253785803e-04,2.102715279487088e-04,-1.874222869295576e-03,-2.214942466898823e-04,9.999981970057843e-01
1609043646354795694,26,1609043646354795694,-9.173478615476181e-03,7.569239060668263e-03,-5.992397888229934e-04,-2.244067351519244e-04,-1.816996661577750e-03,5.885395320013493e-05,9.999983223490734e-01
1609043646428917885,27,1609043646428917885,-1.022524902162858e-02,7.837435717481878e-03,-6.586549109167995e-04,1.377065349083410e-04,-1.713210371812827e-03,-1.529919526042470e-04,9.999985112691891e-01
1609043646524102926,28,1609043646524102926,-9.893865462410353e-03,9.216755368228677e-03,-3.063291813004708e-04,2.044761064808331e-04,-1.834196152722584e-03,-2.068905013120875e-04,9.999982755536710e-01
1609043646635234118,29,1609043646635234118,-9.884714600498242e-03,9.099878857159984e-03,-1.207856972070568e-03,3.754996060434217e-05,-1.736967301540119e-03,-7.223684689835955e-05,9.999984881570730e-01
1609043646747706413,30,1609043646747706413,-9.810428235647759e-03,6.377871254406128e-03,-8.919721658968443e-04,-1.289165554311207e-04,-1.859441343086599e-03,1.948516701114193e-05,9.999982627378617e-01
1609043646843675613,31,1609043646843675613,-1.040428969889474e-02,6.026516671356464e-03,-6.186421473348250e-04,-5.911355361090269e-05,-1.885643122400501e-03,7.280184230493376e-05,9.999982177761592e-01
1609043646954687119,32,1609043646954687119,-1.098464370850365e-02,7.672519513969260e-03,-1.252028296431796e-03,-2.052981052500962e-04,-1.806345108272029e-03,6.576063521460911e-05,9.999983453214193e-01
1609043647048444271,33,1609043647048444271,-1.135737706113793e-02,1.011061628557858e-02,-1.645924744483362e-03,-1.097063419812427e-04,-1.766819258296731e-03,-4.780272831294484e-06,9.999984331444605e-01
1609043647143132210,34,1609043647143132210,-1.105590371964726e-02,8.746242816830691e-03,-1.030393015923021e-03,-4.128683838898160e-05,-1.823415298182551e-03,9.634976031533267e-06,9.999983366782240e-01
1609043647235392332,35,1609043647235392332,-1.014074900143331e-02,7.711557012188544e-03,-1.498349484977972e-03,2.603848484011359e-05,-1.855841477897205e-03,-2.012158453205704e-05,9.999982773832803e-01
1609043647329128981,36,1609043647329128981,-9.728439150523615e-03,8.565613712721777e-03,-1.325807013390616e-03,1.392315301291196e-04,-1.832213208415439e-03,-1.356586461181968e-04,9.999983026015953e-01
1609043647424619675,37,1609043647424619675,-9.679255373868406e-03,9.802054845829340e-03,-6.376110147136302e-04,2.085554946580617e-04,-1.854071648741859e-03,-1.522985205489570e-04,9.999982478625088e-01
1609043647553976297,38,1609043647553976297,-1.024329953665723e-02,7.840746867796478e-03,-1.249325396546351e-03,-1.816687573253935e-04,-1.824940257848808e-03,9.697700267700736e-05,9.999983135910674e-01
1609043647648555994,39,1609043647648555994,-1.020197725637852e-02,7.924552416811234e-03,-1.029696323749218e-03,-1.261135751016597e-04,-1.868691021762845e-03,-7.503022442585455e-06,9.999982460149298e-01
1609043647743755102,40,1609043647743755102,-9.820363120486631e-03,7.779415293728104e-03,-4.963430806591384e-04,-5.157826720568182e-05,-1.868243646526593e-03,-5.829739587690081e-05,9.999982518018585e-01
1609043647835569859,41,1609043647835569859,-9.896720814421089e-03,8.177290179201272e-03,-1.639796439163730e-03,-6.774458017225129e-06,-1.764342434890267e-03,-6.089359694576229e-05,9.999984416697103e-01
1609043647928903341,42,1609043647928903341,-1.070542051047036e-02,8.771480565928679e-03,-1.225521739996684e-03,1.032055275538294e-04,-1.774795266987430e-03,-7.780952929091174e-05,9.999984166967748e-01
1609043648024164677,43,1609043648024164677,-9.492145308811735e-03,1.050619072506551e-02,-6.718071457079387e-04,2.028030008988153e-04,-1.827213200561438e-03,-2.250170085185115e-04,9.999982847636332e-01
1609043648135083675,44,1609043648135083675,-9.509044035449473e-03,1.044008893563583e-02,-1.254856107613334e-03,2.528460447706669e-05,-1.718081619138056e-03,-1.156263389150626e-04,9.999985170922948e-01
1609043648228897810,45,1609043648228897810,-9.694497279734588e-03,8.470133290818469e-03,-1.119890524648031e-03,1.357501975262202e-04,-1.676948877958360e-03,-1.345974050338472e-04,9.999985756479272e-01
1609043648324369192,46,1609043648324369192,-9.383283610063938e-03,1.028547427214220e-02,-3.468938642905404e-04,1.818593812381969e-04,-1.829315496382572e-03,-1.855616051428788e-04,9.999982930479786e-01
1609043648435443401,47,1609043648435443401,-8.624650341090100e-03,9.136928556851187e-03,-8.619463956130206e-04,2.497561905931810e-05,-1.746045008762227e-03,-4.673523616221989e-05,9.999984742582678e-01
1609043648528879642,48,1609043648528879642,-1.053411820106388e-02,9.803790191589187e-03,-9.406796799663972e-04,1.159272033505430e-04,-1.803514821550686e-03,-1.320527502027628e-04,9.999983582272739e-01
1609043648624166012,49,1609043648624166012,-1.008221799276123e-02,9.620971927836027e-03,-3.866017440072190e-04,2.167639432671788e-04,-1.782717820968979e-03,-1.666568130024393e-04,9.999983735767126e-01
1609043648735136271,50,1609043648735136271,-9.861027679326449e-03,9.393449845666275e-03,-1.156620584322214e-03,3.179407206845950e-05,-1.701191379458731e-03,-5.362367286510083e-05,9.999985510297148e-01
1609043648828871489,51,1609043648828871489,-1.104908536445208e-02,1.019327255957225e-02,-9.413820031476345e-04,1.218193783258163e-04,-1.771213609846171e-03,-1.332026470466809e-04,9.999984151084651e-01
1609043648923868418,52,1609043648923868418,-8.784765825555913e-03,8.690697612567830e-03,-2.771532470234800e-05,1.649142655723734e-04,-1.777982669133836e-03,-9.215976442734797e-05,9.999984015424680e-01
1609043649034979582,53,1609043649034979582,-8.978600621203169e-03,8.747752321960577e-03,-4.718141037976228e-04,3.633214661005748e-05,-1.711234366475554e-03,-9.838398295387828e-05,9.999985303376751e-01
1609043649148294210,54,1609043649148294210,-9.848634377193232e-03,9.309205815764200e-03,-9.167156533970407e-04,-9.775379437643406e-05,-1.796321397975139e-03,1.421802456603665e-05,9.999983817344299e-01
1609043649224208117,55,1609043649224208117,-1.051167985951493e-02,9.850049320485527e-03,-7.587341432426644e-04,2.379071734724913e-04,-1.734247828670464e-03,-6.483179817223668e-05,9.999984657895649e-01
1609043649354523182,56,1609043649354523182,-1.090691208241777e-02,8.505074634797613e-03,-1.623527137708030e-03,-2.052754023708928e-04,-1.783095553320804e-03,8.951052602543602e-05,9.999983852087576e-01
1609043649446695089,57,1609043649446695089,-1.121989693277915e-02,8.990195513864653e-03,-1.404576468940148e-03,-1.081316105950220e-04,-1.794449707508012e-03,7.035429247624149e-05,9.999983816527283e-01
1609043649524192572,58,1609043649524192572,-1.052716835388954e-02,9.718565840449743e-03,-7.772980149037353e-04,1.936225996091696e-04,-1.741219987613702e-03,-1.481743570097376e-04,9.999984543526073e-01
1609043649654132366,59,1609043649654132366,-1.072613567971717e-02,1.052369425925128e-02,-1.191780517907419e-03,-2.175127306947557e-04,-1.763060940651324e-03,4.839603737144714e-05,9.999984209798309e-01
1609043649728485823,60,1609043649728485823,-1.136407726811567e-02,1.113568632733370e-02,-1.001195003478305e-03,1.351843603948281e-04,-1.723404240329754e-03,-1.253153617029148e-04,9.999984979484086e-01
1609043649823787928,61,1609043649823787928,-9.604451685284593e-03,9.726967595073919e-03,-3.405264455468808e-04,2.022726593705156e-04,-1.841882849926279e-03,-1.595715183140273e-04,9.999982705436390e-01
1609043649934783697,62,1609043649934783697,-1.115152454816287e-02,1.081223515632346e-02,-1.012862817385178e-03,4.039048962788764e-05,-1.778557410636315e-03,-7.922441617538520e-05,9.999984144115617e-01
1609043650028695583,63,1609043650028695583,-9.989295856116562e-03,1.117172801188446e-02,-8.141492611224111e-04,1.644611759610023e-04,-1.716569132710868e-03,-1.353795170858044e-04,9.999985040065412e-01
1609043650123970509,64,1609043650123970509,-1.000557078897995e-02,1.156223947100370e-02,-4.503597982397402e-04,1.917339566330606e-04,-1.736532284845539e-03,-1.311752011352439e-04,9.999984652422124e-01
1609043650254486084,65,1609043650254486084,-1.078297715021969e-02,1.169932699736648e-02,-1.603371140407409e-03,-2.244807459726003e-04,-1.786125329112523e-03,3.027967390058067e-05,9.999983792226089e-01
1609043650347349167,66,1609043650347349167,-1.051286107795067e-02,1.193401029452146e-02,-1.393841583534653e-03,-1.351884432626568e-04,-1.798192136182360e-03,2.457649234467274e-05,9.999983738112388e-01
1609043650442631006,67,1609043650442631006,-1.020120323751223e-02,1.211457110673041e-02,-1.004949460508408e-03,-3.844887603241643e-05,-1.811722714325672e-03,1.045374721578018e-05,9.999983580352567e-01
1609043650553905487,68,1609043650553905487,-1.137563819339840e-02,1.260733511871319e-02,-1.586399377694244e-03,-1.529614307013087e-04,-1.757557237887012e-03,3.327921832486756e-05,9.999984432427133e-01
1609043650628631115,69,1609043650628631115,-1.039570743297984e-02,1.045405616367530e-02,-1.278576824376263e-03,1.640246844729644e-04,-1.760026271577693e-03,-8.767607048405078e-05,9.999984338569401e-01
1609043650742579460,70,1609043650742579460,-1.099975515671292e-02,1.026238212100419e-02,-3.840988958811682e-04,-3.812695960088360e-05,-1.829247251766680e-03,-5.578331823980948e-06,9.999983261834536e-01
1609043650834613562,71,1609043650834613562,-1.050369444353878e-02,9.349057202596753e-03,-8.163392998065827e-04,-2.021681547108145e-05,-1.632123851713837e-03,-2.288420408866860e-05,9.999986676187755e-01
1609043650928531885,72,1609043650928531885,-1.086332444907450e-02,1.082214219296744e-02,-8.826381436596833e-04,1.259312163775870e-04,-1.751822329349139e-03,-8.956153483639202e-05,9.999984536180977e-01
1609043651023622751,73,1609043651023622751,-1.120727522395643e-02,1.202792952856807e-02,-8.711301248440175e-04,2.635259311638454e-04,-1.767050745505634e-03,-1.233199009359303e-04,9.999983964376885e-01
1609043651153661489,74,1609043651153661489,-1.205030812606239e-02,1.164612595966305e-02,-1.584528523803073e-03,-2.077889436443289e-04,-1.744571839436108e-03,9.705516989765665e-05,9.999984519353747e-01
1609043651228904247,75,1609043651228904247,-1.174036344406104e-02,1.178450923721938e-02,-1.301604139306872e-03,1.861524112729848e-04,-1.821858817553795e-03,-1.658272915979836e-04,9.999983093380899e-01
1609043651343410492,76,1609043651343410492,-1.029730547406258e-02,1.125075088924081e-02,-6.590630178849879e-04,-2.906523123050226e-05,-1.825245709174129e-03,-5.856794325084190e-06,9.999983337981175e-01
1609043651435016394,77,1609043651435016394,-9.929408393504190e-03,1.178649715515344e-02,-7.302547662828140e-04,2.550483247195706e-05,-1.718304261498584e-03,-1.370819791131283e-04,9.999985139931457e-01
1609043651528531313,78,1609043651528531313,-1.018293822820326e-02,1.074208320649454e-02,-6.994308536269755e-04,1.244498184503655e-04,-1.746115476249275e-03,-7.374699508174711e-05,9.999984650760055e-01
1609043651643175840,79,1609043651643175840,-1.062114355255165e-02,1.221869564740076e-02,-1.141796106163343e-04,-2.010379582789206e-05,-1.829204727070097e-03,1.537986209925024e-05,9.999983266832818e-01
1609043651753995419,80,1609043651753995419,-1.229605453261257e-02,1.248900133110754e-02,-1.276778580203450e-03,-2.063612643855610e-04,-1.788822336338138e-03,4.145875319256186e-05,9.999983779041091e-01
